 ,pH,BOD5,SS,VSS,TS,VTS,TKN,NH3-N,NO2-N + NO3-N,P-TOT,P-SOL,Flow,,,,,,,,,,
17-Oct-14,7.6,77,88,62,742,192,15,10.2,     <0.15,3.5,3.0,249,,,,,,,,,,
18-Oct-14,7.5,68,68,50,776,172,15,10.9,     <0.15,4.0,2.2,226,,,,,,,,,,
19-Oct-14,7.4,68,56,40,766,192,19,11.7,     <0.15,3.5,2.5,198,,,,,,,,,,
20-Oct-14,7.4,109,84,68,808,186,24,14.7,     <0.15,4.4,2.5,182,,,,,,,,,,
21-Oct-14,7.3,177,116,86,898,240,26,15.0,     <0.15,8.9,6.5,176,,,,,,,,,,
22-Oct-14,7.4,96,60,44,798,220,23,14.6,     <0.15,6.1,5.0,177,,,,,,,,,,
23-Oct-14,7.3,133,102,76,804,200,23,13.3,     <0.15,5.8,4.0,176,,,,,,,,,,
24-Oct-14,7.4,159,162,122,890,252,25,15.0,     <0.15,9.3,6.7,181,,,,,,,,,,
25-Oct-14,7.5,110,94,70,754,186,21,15.4,     <0.15,5.2,3.7,177,,,,,,,,,,
26-Oct-14,7.4,86,88,76,736,190,25,17.2,     <0.15,4.6,3.3,175,,,,,,,,,,
27-Oct-14,7.4,91,80,72,754,174,24,16.0,     <0.15,5.3,3.6,182,,,,,,,,,,
28-Oct-14,7.4,125,146,110,834,226,27,15.8,     <0.15,6.9,4.6,200,,,,,,,,,,
29-Oct-14,7.3,124,124,118,848,206,22,12.9,0.99,8.4,6.3,177,,,,,,,,,,
30-Oct-14,7.3,134,106,84,814,188,24,16.1,0.16,10.3,8.4,182,,,,,,,,,,
31-Oct-14,7.5,135,136,102,790,238,26,16.8,0.43,5.7,3.6,205,,,,,,,,,,
1-Nov-14,7.4,101,78,68,752,198,23,15.3,     <0.15,6.7,5.0,200,,,,,,,,,,
2-Nov-14,7.4,81,66,55,714,194,20,15.3,     <0.15,4.2,2.6,183,,,,,,,,,,
3-Nov-14,7.4,63,65,55,736,180,22,16.0,     <0.15,3.9,2.6,177,,,,,,,,,,
4-Nov-14,7.3,109,78,60,822,208,26,16.8,     <0.15,7.8,6.1,167,,,,,,,,,,
5-Nov-14,7.4,96,88,70,796,212,26,17.9,     <0.15,7.0,5.3,181,,,,,,,,,,
6-Nov-14,7.4,99,80,76,796,190,25,17.1,     <0.15,7.7,6.0,175,,,,,,,,,,
7-Nov-14,7.5,111,90,78,750,210,26,18.8,     <0.15,5.2,3.5,167,,,,,,,,,,
8-Nov-14,7.4,142,46,42,734,182,26,17.4,     <0.15,8.2,5.9,176,,,,,,,,,,
9-Nov-14,7.4,83,60,50,710,182,23,15.7,     <0.15,5.3,3.8,177,,,,,,,,,,
10-Nov-14,7.4,113,86,64,724,186,24,15.4,     <0.15,6.3,4.5,143,,,,,,,,,,
11-Nov-14,7.2,160,138,104,882,226,25,14.8,     <0.15,9.2,7.3,157,,,,,,,,,,
12-Nov-14,7.2,157,160,120,890,250,26,14.4,     <0.15,13.3,9.9,169,,,,,,,,,,
13-Nov-14,7.3,104,100,76,736,170,25,15.9,     <0.15,6.3,4.7,173,,,,,,,,,,
14-Nov-14,7.6,103,88,64,722,202,24,15.6,     <0.15,4.9,3.4,166,,,,,,,,,,
15-Nov-14,7.4,117,104,76,744,230,24,16.0,     <0.15,6.3,5.0,165,,,,,,,,,,
16-Nov-14,7.3,94,84,64,768,208,24,16.0,     <0.15,5.5,4.3,170,,,,,,,,,,
17-Nov-14,7.3,84,74,64,734,196,24,15.9,     <0.15,4.7,3.2,184,,,,,,,,,,
18-Nov-14,7.2,      T/X,100,84,786,212,25,15.8,     <0.15,8.2,6.4,178,,,,,,,,,,
19-Nov-14,7.2,132,84,76,796,216,25,16.4,     <0.15,8.7,7.3,165,,,,,,,,,,
20-Nov-14,7.3,122,80,64,756,208,25,16.0,     <0.15,5.8,3.6,171,,,,,,,,,,
21-Nov-14,7.3,154,102,90,808,194,27,17.6,     <0.15,9.8,6.8,172,,,,,,,,,,
22-Nov-14,7.4,66,66,48,732,136,18,11.5,2.36,5.6,4.1,175,,,,,,,,,,
23-Nov-14,7.4,55,47,36,696,128,14,9.6,6.60,4.8,3.6,217,,,,,,,,,,
24-Nov-14,7.3,105,144,110,618,182,18,11.7,0.79,3.6,1.7,384,,,,,,,,,,
25-Nov-14,7.3,130,132,106,646,176,13,7.5,0.71,3.1,1.5,340,,,,,,,,,,
26-Nov-14,7.6,85,108,76,688,144,17,9.8,     <0.15,3.6,1.9,316,,,,,,,,,,
27-Nov-14,7.5,84,73,59,636,96,17,10.9,     <0.15,3.6,2.7,233,,,,,,,,,,
28-Nov-14,7.6,78,61,47,708,158,19,13.2,     <0.15,3.0,1.7,212,,,,,,,,,,
29-Nov-14,7.7,85,96,68,746,168,21,14.6,     <0.15,3.3,1.7,212,,,,,,,,,,
30-Nov-14,7.4,143,222,201,864,306,21,14.2,0.16,3.0,1.6,208,,,,,,,,,,
1-Dec-14,7.5,89,82,66,796,204,24,15.9,     <0.15,3.7,2.2,174,,,,,,,,,,
2-Dec-14,7.3,94,88,68,750,190,26,17.0,     <0.15,4.5,3.0,173,,,,,,,,,,
3-Dec-14,7.3,111,87,70,790,196,24,15.7,     <0.15,5.6,3.9,170,,,,,,,,,,
4-Dec-14,7.3,114,99,86,776,228,24,15.0,     <0.15,6.8,5.2,173,,,,,,,,,,
5-Dec-14,7.4,124,112,86,760,172,26,14.8,2.18,8.4,6.3,171,,,,,,,,,,
6-Dec-14,7.4,115,59,44,750,176,27,17.8,     <0.15,10.2,8.6,174,,,,,,,,,,
7-Dec-14,7.4,98,118,103,728,188,25,16.4,     <0.15,5.1,3.3,172,,,,,,,,,,
8-Dec-14,7.5,99,115,94,770,230,25,15.6,     <0.15,4.2,2.3,192,,,,,,,,,,
9-Dec-14,7.3,154,166,134,910,230,28,14.4,     <0.15,9.6,6.8,175,,,,,,,,,,
10-Dec-14,7.4,131,166,144,820,238,30,17.0,     <0.15,7.1,4.9,178,,,,,,,,,,
11-Dec-14,7.4,114,82,68,812,188,25,16.7,0.61,6.1,4.7,179,,,,,,,,,,
12-Dec-14,7.6,108,98,60,768,204,23,15.1,     <0.15,5.5,3.9,175,,,,,,,,,,
13-Dec-14,7.5,110,85,74,780,198,24,15.0,     <0.15,6.4,4.8,168,,,,,,,,,,
14-Dec-14,7.5,88,87,73,752,196,24,15.2,     <0.15,4.8,3.0,169,,,,,,,,,,
15-Dec-14,7.4,106,98,82,768,212,23,16.0,     <0.15,5.0,3.3,177,,,,,,,,,,
16-Dec-14,7.3,138,93,75,808,244,24,14.8,     <0.15,9.1,7.1,190,,,,,,,,,,
17-Dec-14,7.4,90,106,84,758,196,24,16.4,0.25,6.0,4.1,175,,,,,,,,,,
18-Dec-14,7.3,101,78,74,748,176,22,15.7,0.33,5.1,3.5,174,,,,,,,,,,
19-Dec-14,7.7,106,107,76,810,210,23,16.2,0.18,6.1,4.4,175,,,,,,,,,,
20-Dec-14,7.5,214,138,102,824,230,26,15.1,     <0.15,8.3,6.1,182,,,,,,,,,,
21-Dec-14,7.4,100,96,72,738,176,23,15.0,     <0.15,5.0,3.4,169,,,,,,,,,,
22-Dec-14,7.6,101,118,88,750,198,27,16.7,     <0.15,4.5,2.7,197,,,,,,,,,,
23-Dec-14,7.5,87,130,82,710,166,22,12.2,     <0.15,3.7,2.1,226,,,,,,,,,,
24-Dec-14,7.3,100,80,68,718,188,17,9.5,     <0.15,5.8,4.3,263,,,,,,,,,,
25-Dec-14,7.4,79,86,69,628,152,16,9.4,     <0.15,3.0,1.7,230,,,,,,,,,,
26-Dec-14,7.7,80,72,62,684,158,19,12.3,     <0.15,2.6,1.3,212,,,,,,,,,,
27-Dec-14,7.7,76,60,50,708,166,18,11.3,0.17,2.9,1.6,210,,,,,,,,,,
28-Dec-14,7.7,50,23,20,660,130,18,11.7,     <0.15,2.4,1.2,206,,,,,,,,,,
29-Dec-14,7.4,      T/X,90,70,726,170,21,13.6,0.52,4.6,3.0,181,,,,,,,,,,
30-Dec-14,7.4,82,54,46,766,140,21,12.8,2.29,5.6,4.0,183,,,,,,,,,,
31-Dec-14,7.3,133,100,82,746,174,24,15.1,     <0.15,8.6,6.6,180,,,,,,,,,,
1-Jan-13,7.4,115,108,86,720,194,26,16.0,     <0.15,4.3,2.2,145,,,,,,,,,,
2-Jan-13,7.3,      T/X,94,76,716,190,27,17.2,0.22,8.6,6.6,153,,,,,,,,,,
3-Jan-13,7.2,180,306,256,886,316,29,17.0,     <0.15,10.8,7.9,176,,,,,,,,,,
4-Jan-13,7.4,158,114,96,758,232,25,17.4,0.44,5.9,4.2,188,,,,,,,,,,
5-Jan-13,7.1,675,610,544,1142,598,27,17.4,0.27,5.2,3.8,181,,,,,,,,,,
6-Jan-13,7.4,92,96,74,684,182,24,15.8,     <0.15,3.7,1.8,153,,,,,,,,,,
7-Jan-13,7.3,117,114,92,690,214,25,16.6,     <0.15,5.0,3.5,159,,,,,,,,,,
8-Jan-13,7.3,128,108,84,808,250,29,19.0,     <0.15,8.0,5.9,150,,,,,,,,,,
9-Jan-13,7.2,145,112,96,848,262,29,18.8,0.32,10.8,8.7,151,,,,,,,,,,
10-Jan-13,7.2,175,136,108,848,278,28,17.8,0.28,12.8,13.5,197,,,,,,,,,,
11-Jan-13,7.1,163,138,96,780,236,22,13.3,0.33,13.0,10.8,315,,,,,,,,,,
12-Jan-13,7.4,99,75,60,690,172,19,12.6,0.30,5.0,3.2,232,,,,,,,,,,
13-Jan-13,7.3,84,62,52,710,174,18,10.9,     <0.15,5.3,3.8,232,,,,,,,,,,
14-Jan-13,7.4,80,66,52,700,180,20,12.6,0.24,3.1,1.7,167,,,,,,,,,,
15-Jan-13,7.3,182,228,184,872,310,27,14.3,     <0.15,6.2,4.1,145,,,,,,,,,,
16-Jan-13,7.3,172,160,130,756,206,29,17.7,     <0.15,6.5,4.3,173,,,,,,,,,,
17-Jan-13,7.3,116,124,88,774,232,27,17.8,0.15,7.2,4.9,165,,,,,,,,,,
18-Jan-13,7.4,      T/X,70,50,722,200,22,13.8,     <0.15,4.9,3.2,164,,,,,,,,,,
19-Jan-13,7.4,99,46,28,664,158,21,12.5,     <0.15,3.5,2.3,161,,,,,,,,,,
20-Jan-13,7.3,100,92,76,674,186,22,13.5,     <0.15,3.4,2.2,146,,,,,,,,,,
21-Jan-13,7.4,107,84,71,722,190,23,13.9,1.31,4.0,2.3,133,,,,,,,,,,
22-Jan-13,7.2,148,116,96,786,238,21,15.6,1.56,5.2,4.0,110,,,,,,,,,,
23-Jan-13,7.1,162,94,70,790,246,29,18.3,0.32,7.9,5.7,160,,,,,,,,,,
24-Jan-13,7.3,117,86,64,742,226,25,18.0,     <0.15,7.7,5.8,156,,,,,,,,,,
25-Jan-13,7.2,124,86,75,828,258,22,13.8,     <0.15,5.9,4.3,119,,,,,,,,,,
26-Jan-13,7.2,149,106,86,944,252,23,13.5,0.25,5.4,3.8,128,,,,,,,,,,
27-Jan-13,7.4,98,80,56,716,202,22,13.4,0.30,3.7,2.3,167,,,,,,,,,,
28-Jan-13,7.3,114,114,88,1255,204,23,13.4,0.25,4.3,2.7,222,,,,,,,,,,
29-Jan-13,7.3,150,284,164,1127,298,24,11.8,0.23,5.1,2.6,323,,,,,,,,,,
30-Jan-13,7.2,78,108,58,690,148,14,7.5,1.67,3.6,2.0,472,,,,,,,,,,
31-Jan-13,7.4,      T/X,70,46,700,154,12,6.5,2.51,2.5,1.2,408,,,,,,,,,,
1-Feb-13,7.6,111,160,100,818,212,19,9.5,1.13,3.8,1.9,335,,,,,,,,,,
2-Feb-13,7.5,98,104,72,916,206,17,9.6,0.51,2.8,1.1,330,,,,,,,,,,
3-Feb-13,7.3,79,72,62,902,176,18,11.4,0.43,3.6,1.8,237,,,,,,,,,,
4-Feb-13,7.4,76,52,36,1063,162,21,12.3,0.21,2.5,1.3,197,,,,,,,,,,
5-Feb-13,7.3,102,72,54,1124,206,25,14.3,0.30,4.2,3.1,132,,,,,,,,,,
6-Feb-13,7.3,109,80,56,912,220,27,18.5,0.19,4.7,3.6,183,,,,,,,,,,
7-Feb-13,7.3,190,182,126,1074,260,29,14.0,0.63,5.6,2.8,231,,,,,,,,,,
8-Feb-13,7.5,113,104,78,1230,208,20,11.0,1.53,4.7,3.2,248,,,,,,,,,,
9-Feb-13,7.2,380,768,564,1868,784,47,13.8,1.19,13.7,7.3,207,,,,,,,,,,
10-Feb-13,7.2,356,730,520,1757,714,43,12.7,0.21,9.3,3.4,248,,,,,,,,,,
11-Feb-13,7.5,69,76,52,1062,176,14,8.5,0.94,2.2,1.1,309,,,,,,,,,,
12-Feb-13,7.2,129,110,88,1047,240,16,8.6,0.78,7.3,5.8,281,,,,,,,,,,
13-Feb-13,7.2,195,104,82,1109,272,21,11.1,0.66,14.2,12.2,207,,,,,,,,,,
14-Feb-13,7.3,112,92,68,992,228,21,11.6,0.94,8.0,6.3,199,,,,,,,,,,
15-Feb-13,7.4,117,92,66,930,208,21,13.8,0.50,4.6,3.1,188,,,,,,,,,,
16-Feb-13,7.6,119,94,68,860,206,22,12.1,0.21,4.0,2.4,184,,,,,,,,,,
17-Feb-13,7.5,99,92,84,824,200,20,10.9,0.25,3.8,2.3,145,,,,,,,,,,
18-Feb-13,7.3,200,60,50,874,226,20,12.5,0.26,9.8,7.9,204,,,,,,,,,,
19-Feb-13,7.3,112,94,70,892,190,23,13.0,0.74,5.9,4.3,222,,,,,,,,,,
20-Feb-13,7.4,104,132,96,950,224,30,18.9,1.57,6.0,3.7,186,,,,,,,,,,
21-Feb-13,7.4,115,126,92,894,232,26,16.0,0.94,6.2,4.2,185,,,,,,,,,,
22-Feb-13,7.5,113,118,86,1096,232,24,13.7,0.28,4.7,3.2,174,,,,,,,,,,
23-Feb-13,7.5,173,84,82,1242,226,23,15.0,0.28,6.7,5.0,174,,,,,,,,,,
24-Feb-13,7.4,111,89,72,964,184,21,12.7,0.47,3.5,2.1,179,,,,,,,,,,
25-Feb-13,7.5,104,120,96,976,210,25,17.6,0.25,5.0,2.9,185,,,,,,,,,,
26-Feb-13,7.3,150,240,160,1212,310,27,16.9,0.34,6.8,4.6,251,,,,,,,,,,
27-Feb-13,7.4,120,208,152,1760,242,15,9.1,0.75,3.6,2.1,311,,,,,,,,,,
28-Feb-13,7.4,76,77,53,1423,200,15,9.0,1.05,4.7,3.3,318,,,,,,,,,,
1-Mar-13,7.6,74,56,38,1264,178,14,9.2,1.03,4.2,2.7,283,,,,,,,,,,
2-Mar-13,7.6,76,62,36,1266,190,14,9.4,0.54,2.3,1.1,267,,,,,,,,,,
3-Mar-13,7.5,68,64,54,1049,176,16,9.8,0.34,2.3,1.3,238,,,,,,,,,,
4-Mar-13,7.5,77,72,55,974,198,18,10.4,0.63,3.6,2.3,207,,,,,,,,,,
5-Mar-13,7.3,96,80,62,1317,206,20,12.2,0.63,4.6,3.1,211,,,,,,,,,,
6-Mar-13,7.3,114,93,77,2411,200,20,11.3,0.69,4.1,3.1,250,,,,,,,,,,
7-Mar-13,7.3,104,89,65,1834,250,19,11.2,0.26,4.0,2.8,251,,,,,,,,,,
8-Mar-13,7.6,133,90,72,1323,236,21,11.5,0.28,6.7,5.1,239,,,,,,,,,,
9-Mar-13,7.5,108,63,52,1184,210,17,10.2,0.35,7.4,6.2,283,,,,,,,,,,
10-Mar-13,7.2,74,210,110,1015,224,11,4.2,2.17,4.8,2.8,448,,,,,,,,,,
11-Mar-13,7.5,67,138,84,848,196,10,4.6,2.38,2.8,1.3,498,,,,,,,,,,
12-Mar-13,7.5,43,60,31,864,192,11,7.0,2.39,2.1,1.2,426,,,,,,,,,,
13-Mar-13,7.5,54,90,59,952,194,14,8.4,1.93,2.7,1.4,415,,,,,,,,,,
14-Mar-13,7.4,67,100,66,924,192,13,6.6,1.25,2.0,0.6,427,,,,,,,,,,
15-Mar-13,7.6,87,110,72,898,196,14,7.4,0.57,2.6,1.2,420,,,,,,,,,,
16-Mar-13,7.5,77,98,64,866,170,13,6.7,1.01,3.0,1.7,384,,,,,,,,,,
17-Mar-13,7.5,54,62,45,806,146,12,7.9,1.07,2.2,1.3,365,,,,,,,,,,
18-Mar-13,7.4,65,66,46,840,192,14,8.6,0.71,2.1,1.2,348,,,,,,,,,,
19-Mar-13,7.4,96,71,54,898,178,18,12.0,0.58,3.1,2.0,297,,,,,,,,,,
20-Mar-13,7.5,82,81,58,908,192,21,13.5,0.92,3.5,2.3,267,,,,,,,,,,
21-Mar-13,7.3,92,90,74,938,236,22,13.3,0.83,4.4,3.0,232,,,,,,,,,,
22-Mar-13,7.5,114,84,80,984,232,26,17.8,0.93,5.0,3.5,212,,,,,,,,,,
23-Mar-13,7.6,115,78,62,906,206,28,21.6,0.53,4.4,2.8,208,,,,,,,,,,
24-Mar-13,7.4,75,66,58,884,188,21,14.2,     <0.15,3.3,1.9,212,,,,,,,,,,
25-Mar-13,7.6,105,60,52,876,202,23,16.4,0.25,4.0,2.7,244,,,,,,,,,,
26-Mar-13,7.3,119,54,52,982,210,30,21.1,0.23,7.5,5.9,215,,,,,,,,,,
27-Mar-13,7.4,110,82,64,964,226,23,13.9,0.20,5.0,3.4,214,,,,,,,,,,
28-Mar-13,7.4,109,88,72,898,200,24,16.2,     <0.15,5.7,3.7,213,,,,,,,,,,
29-Mar-13,7.4,123,102,76,906,220,25,16.6,0.25,6.3,4.7,211,,,,,,,,,,
30-Mar-13,7.5,64,78,60,820,190,20,13.6,     <0.15,3.2,2.1,208,,,,,,,,,,
31-Mar-13,7.4,91,75,62,812,176,21,13.9,     <0.15,3.3,1.9,207,,,,,,,,,,
1-Apr-13,7.4,120,78,65,892,184,25,17.0,     <0.15,8.2,6.4,181,,,,,,,,,,
2-Apr-13,7.3,152,98,76,968,240,29,20.0,0.32,11.8,9.9,172,,,,,,,,,,
3-Apr-13,7.3,134,110,90,924,258,28,16.8,     <0.15,6.7,4.9,171,,,,,,,,,,
4-Apr-13,7.3,      T/X,90,74,948,234,27,17.2,0.26,6.1,4.5,178,,,,,,,,,,
5-Apr-13,7.5,111,102,66,914,232,28,16.5,0.46,5.6,3.9,183,,,,,,,,,,
6-Apr-13,7.4,160,98,82,986,258,28,13.7,0.55,9.7,7.7,177,,,,,,,,,,
7-Apr-13,7.3,154,118,92,1033,254,25,12.4,     <0.15,10.6,8.3,177,,,,,,,,,,
8-Apr-13,7.3,120,174,116,806,242,23,13.4,     <0.15,4.1,2.0,293,,,,,,,,,,
9-Apr-13,7.3,127,88,68,864,220,24,13.8,0.20,6.6,4.2,218,,,,,,,,,,
10-Apr-13,7.2,155,192,130,922,266,22,11.2,0.25,7.6,5.0,272,,,,,,,,,,
11-Apr-13,7.3,67,128,70,720,166,17,8.1,1.96,4.0,1.8,467,,,,,,,,,,
12-Apr-13,7.6,63,68,44,760,158,14,8.2,2.47,2.2,1.0,415,,,,,,,,,,
13-Apr-13,7.6,68,65,51,796,186,14,8.8,1.34,2.0,0.7,385,,,,,,,,,,
14-Apr-13,7.4,78,78,58,802,200,15,8.5,0.31,3.4,2.0,381,,,,,,,,,,
15-Apr-13,7.4,84,76,56,792,200,19,11.1,0.32,4.4,2.8,300,,,,,,,,,,
16-Apr-13,7.5,62,70,48,840,212,17,10.1,1.14,3.7,2.2,395,,,,,,,,,,
17-Apr-13,7.2,187,352,296,976,318,16,8.7,1.01,4.9,2.5,415,,,,,,,,,,
18-Apr-13,7.5,39,114,58,582,170,11,5.5,1.69,2.5,1.0,461,,,,,,,,,,
19-Apr-13,7.6,17,54,22,560,130,4,2.7,2.74,0.9,0.6,516,,,,,,,,,,
20-Apr-13,7.5,38,56,30,768,202,6,2.3,2.81,1.6,0.9,507,,,,,,,,,,
21-Apr-13,7.5,36,66,42,838,188,7,3.7,2.24,1.7,1.1,456,,,,,,,,,,
22-Apr-13,7.4,56,58,38,858,208,10,5.7,1.32,3.5,2.1,462,,,,,,,,,,
23-Apr-13,7.5,53,78,42,866,176,12,7.3,1.42,2.8,1.4,454,,,,,,,,,,
24-Apr-13,7.5,43,58,26,770,140,10,6.0,1.75,2.4,1.5,482,,,,,,,,,,
25-Apr-13,7.5,51,58,38,814,172,9,5.2,1.29,2.4,1.4,473,,,,,,,,,,
26-Apr-13,7.5,62,54,40,884,200,12,7.6,1.08,2.6,1.5,458,,,,,,,,,,
27-Apr-13,7.5,75,81,59,850,208,14,8.1,0.27,3.1,1.4,439,,,,,,,,,,
28-Apr-13,7.3,57,78,56,844,206,15,8.0,0.55,3.7,2.2,417,,,,,,,,,,
29-Apr-13,7.5,52,64,39,796,170,14,7.7,1.35,3.9,2.6,407,,,,,,,,,,
30-Apr-13,7.4,60,82,50,782,170,11,8.1,1.17,3.7,2.9,408,,,,,,,,,,
1-May-13,7.4,61,86,62,718,168,15,8.1,0.83,4.1,2.7,385,,,,,,,,,,
2-May-13,7.5,53,66,38,696,142,15,9.4,0.85,3.4,2.1,383,,,,,,,,,,
3-May-13,7.5,63,84,56,710,158,19,11.7,0.33,4.2,2.7,383,,,,,,,,,,
4-May-13,7.5,85,106,72,744,182,17,9.6,0.56,4.7,3.1,377,,,,,,,,,,
5-May-13,7.4,58,76,40,656,156,13,7.9,1.40,3.3,2.0,369,,,,,,,,,,
6-May-13,7.4,57,70,42,634,138,12,6.9,1.41,2.6,1.3,368,,,,,,,,,,
7-May-13,7.3,57,70,44,624,170,11,5.7,0.74,3.7,2.3,386,,,,,,,,,,
8-May-13,7.2,64,116,66,754,204,11,5.6,1.68,3.0,1.4,377,,,,,,,,,,
9-May-13,7.2,93,94,66,748,180,16,9.2,     <0.15,6.5,4.4,308,,,,,,,,,,
10-May-13,7.5,88,104,66,708,172,17,9.8,     <0.15,4.5,2.8,423,,,,,,,,,,
11-May-13,7.5,58,88,56,654,150,13,7.1,0.82,2.3,0.8,373,,,,,,,,,,
12-May-13,7.5,45,66,48,628,140,10,6.6,0.85,2.1,0.9,371,,,,,,,,,,
13-May-13,7.3,57,88,48,706,172,14,8.5,0.21,3.0,1.3,363,,,,,,,,,,
14-May-13,7.4,46,54,28,582,98,12,7.5,     <0.15,2.9,1.6,371,,,,,,,,,,
15-May-13,7.4,91,110,78,628,180,16,9.8,     <0.15,3.6,2.0,371,,,,,,,,,,
16-May-13,7.3,89,92,64,678,196,14,8.0,0.51,4.9,3.0,362,,,,,,,,,,
17-May-13,7.5,57,52,22,640,152,11,7.0,0.76,2.7,1.6,285,,,,,,,,,,
18-May-13,7.5,62,62,38,684,186,14,8.8,     <0.15,2.3,0.9,279,,,,,,,,,,
19-May-13,7.3,69,83,68,720,188,16,11.8,     <0.15,3.5,2.2,210,,,,,,,,,,
20-May-13,7.3,99,87,68,804,184,20,14.0,     <0.15,4.7,3.2,183,,,,,,,,,,
21-May-13,7.3,71,106,78,622,154,16,8.7,     <0.15,3.8,2.1,436,,,,,,,,,,
22-May-13,7.4,58,134,76,602,164,11,5.2,0.90,2.7,1.2,496,,,,,,,,,,
23-May-13,7.5,105,248,140,696,220,17,5.5,0.82,4.8,1.6,462,,,,,,,,,,
24-May-13,7.5,122,188,116,828,252,18,6.8,0.84,5.5,2.0,381,,,,,,,,,,
25-May-13,7.5,134,130,106,800,232,13,6.9,     <0.15,3.9,2.3,371,,,,,,,,,,
26-May-13,7.4,66,82,54,758,202,13,7.0,     <0.15,2.4,1.0,362,,,,,,,,,,
27-May-13,7.3,64,77,56,668,174,13,7.0,     <0.15,2.2,1.1,353,,,,,,,,,,
28-May-13,7.5,57,88,52,644,170,14,8.2,0.98,2.9,1.5,447,,,,,,,,,,
29-May-13,7.5,63,132,88,674,162,13,7.6,1.57,3.5,1.8,457,,,,,,,,,,
30-May-13,7.6,48,71,42,724,148,10,5.1,1.39,2.1,0.8,471,,,,,,,,,,
31-May-13,7.6,45,74,50,632,144,9,6.0,1.02,3.3,2.1,452,,,,,,,,,,
1-Jun-13,7.5,47,34,20,666,152,8,5.1,0.38,3.7,2.5,449,,,,,,,,,,
2-Jun-13,7.5,38,37,26,646,144,8,4.5,0.52,3.1,2.2,478,,,,,,,,,,
3-Jun-13,7.6,31,50,30,704,138,8,5.1,1.03,1.6,0.7,357,,,,,,,,,,
4-Jun-13,7.5,59,74,46,796,178,11,6.4,0.98,2.2,0.9,393,,,,,,,,,,
5-Jun-13,7.4,74,134,106,830,222,14,7.4,     <0.15,3.4,1.9,408,,,,,,,,,,
6-Jun-13,7.4,62,85,68,772,184,13,7.1,0.23,3.0,1.7,401,,,,,,,,,,
7-Jun-13,7.5,50,54,32,674,124,11,6.8,     <0.15,2.6,1.5,384,,,,,,,,,,
8-Jun-13,7.4,71,76,52,734,166,12,7.3,     <0.15,3.4,2.0,347,,,,,,,,,,
9-Jun-13,7.4,80,83,69,800,192,16,10.3,     <0.15,4.4,2.9,225,,,,,,,,,,
10-Jun-13,7.5,86,152,110,730,202,17,8.7,0.15,3.5,1.4,378,,,,,,,,,,
11-Jun-13,7.4,78,116,82,750,194,17,9.1,     <0.15,3.4,1.5,344,,,,,,,,,,
12-Jun-13,7.4,100,100,70,802,190,20,9.6,     <0.15,3.8,1.9,333,,,,,,,,,,
13-Jun-13,7.5,88,124,72,728,174,16,7.8,     <0.15,3.2,1.4,439,,,,,,,,,,
14-Jun-13,7.5,65,126,76,714,172,14,7.3,     <0.15,2.7,1.2,384,,,,,,,,,,
15-Jun-13,7.6,67,98,64,672,166,13,6.9,     <0.15,2.6,1.2,369,,,,,,,,,,
16-Jun-13,7.5,73,118,76,740,184,16,9.0,     <0.15,3.4,1.8,297,,,,,,,,,,
17-Jun-13,7.4,76,78,57,756,180,17,10.1,     <0.15,3.3,1.9,222,,,,,,,,,,
18-Jun-13,7.4,89,64,48,802,194,18,10.9,     <0.15,3.1,1.8,224,,,,,,,,,,
19-Jun-13,7.5,108,128,84,874,236,20,10.5,     <0.15,3.9,2.2,234,,,,,,,,,,
20-Jun-13,7.5,94,60,56,848,204,18,11.3,     <0.15,3.9,2.7,233,,,,,,,,,,
21-Jun-13,7.4,112,122,94,874,220,21,11.6,     <0.15,4.3,2.3,242,,,,,,,,,,
22-Jun-13,7.4,101,94,68,828,202,19,11.3,     <0.15,3.0,1.6,215,,,,,,,,,,
23-Jun-13,7.4,      T/X,81,69,756,200,20,12.7,     <0.15,3.0,1.5,194,,,,,,,,,,
24-Jun-13,7.4,72,81,67,788,192,22,12.4,     <0.15,3.4,1.8,223,,,,,,,,,,
25-Jun-13,7.4,82,110,108,798,234,20,11.9,     <0.15,3.5,2.3,233,,,,,,,,,,
26-Jun-13,7.3,130,124,98,816,242,22,10.9,     <0.15,10.1,7.5,286,,,,,,,,,,
27-Jun-13,7.4,82,97,72,686,184,18,11.0,     <0.15,4.0,2.5,255,,,,,,,,,,
28-Jun-13,7.4,94,128,52,672,168,21,12.0,     <0.15,5.3,3.4,246,,,,,,,,,,
29-Jun-13,7.5,132,148,98,744,200,23,13.1,     <0.15,4.9,2.7,260,,,,,,,,,,
30-Jun-13,7.4,126,152,116,760,212,22,11.4,     <0.15,5.8,3.6,208,,,,,,,,,,
1-Jul-13,7.4,122,121,96,796,218,23,12.3,     <0.15,5.8,3.7,191,,,,,,,,,,
2-Jul-13,7.4,159,176,140,880,268,28,14.3,     <0.15,7.4,5.0,188,,,,,,,,,,
3-Jul-13,7.4,169,167,135,846,258,27,17.0,     <0.15,6.6,4.5,188,,,,,,,,,,
4-Jul-13,7.2,192,106,94,856,276,26,14.4,     <0.15,10.8,8.7,178,,,,,,,,,,
5-Jul-13,7.5,112,92,70,712,178,23,16.1,     <0.15,3.8,2.4,174,,,,,,,,,,
6-Jul-13,7.5,109,94,78,760,204,24,16.3,     <0.15,3.6,2.0,172,,,,,,,,,,
